Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);HFO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);V2O3(WT%);NB2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);FET(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);AS2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);OH(WT%);SO3(WT%);S(WT%);LOI(WT%);TI(WT%);CA(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);;;;AR40(CCMSTP/G);;;;AR40(MOL/G);;;;AR40(PPB);K(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM);;;;CO(PPM);;;;NI(PPM);;;;CU(PPM);;;;ZN(PPM);;;;GA(PPM);;;;GE(PPM);AS(PPM);AS(PPB);SE(PPM);RB(PPM);;;;;;SR(PPM);;;;;;Y(PPM);;;;ZR(PPM);;;;NB(PPM);;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM): altern. values or methods;;;;TE(PPM);CS(PPM): altern. values or methods;;;;BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM): altern. values or methods;;;;TB(PPM): altern. values or methods;;;;DY(PPM): altern. values or methods;;;;HO(PPM);ER(PPM): altern. values or methods;;;;TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPM);AU(PPM);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM): altern. values or methods;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB204_INI;PB207_PB204: altern. values or methods;;;;PB207_PB204_INI;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB204_INI;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;AR40_AR36_INI;PB206_U238;PB207_U235;RA226_TH230_ACT;PA231_U235_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;U234_U238_ACT;U235_PB204;U238_PB204;U238_TH232_ACT;D7LI(VS LSVEC);D13C(VS PDB);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS VCDT);ALBITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);HERCYNITE(MOL%);ILMENITE(MOL%);MAGNESIOFERRITE(MOL%);MONTICELLITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);PICROCHROMITE(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;;;AGE(MA): altern. values or methods;;;;;;AGE_PB207_U235(MA);AGE_PB206_U238(MA);
[15510] THORARINSSON S. B., HOLM P. M., DUPRAT H. I., TEGNER C.:   SILICIC MAGMATISM ASSOCIATED WITH LATE CRETACEOUS RIFTING IN THE ARCTIC BASIN-PETROGENESIS OF THE KAP KANE SEQUENCE, THE KAP WASHINGTON GROUP VOLCANICS, NORTH GREENLAND |  LITHOS 125    [2011]  65-85  | doi: 10.1016/j.lithos.2011.01.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[15668] MADUREIRA P., MATA J., MATTIELLI N., QUEIROZ G., SILVA P. F.:   MANTLE SOURCE HETEROGENEITY, MAGMA GENERATION AND MAGMATIC EVOLUTION AT TERCEIRA ISLAND (AZORES ARCHIPELAGO): CONSTRAINTS FROM ELEMENTAL AND ISOTOPIC (SR, ND, HF, AND PB) DATA |  LITHOS 126    [2011]  402-418  | GeoReM-id: 6330 | doi: 10.1016/j.lithos.2011.07.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[15746] LEMASURIER W. E., CHOI SUNG HI, KAWACHI YOSUKE, MUKASA S. B., ROGERS N. W.:   EVOLUTION OF PANTELLERITE-TRACHYTE-PHONOLITE VOLCANOES BY FRACTIONAL CRYSTALLIZATION OF BASANITE MAGMA IN A CONTINENTAL RIFT SETTING, MARIE BYRD LAND, ANTARCTICA |  CONTRIB. MINERAL. PETROL. 162    [2011]  1175-1199  | GeoReM-id: 6163 | doi: 10.1007/s00410-011-0646-z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[15775] CUBUKCU H. E., ULUSOY I., AYDAR E., ERSOY O., SEN E., GOURGAUD A., GUILLOU H.:   MT. NEMRUT VOLCANO (EASTERN TURKEY): TEMPORAL PETROLOGICAL EVOLUTION |  J. VOLCANOL. GEOTHERM. RES. 209-210    [2012]  33-60  | doi: 10.1016/j.jvolgeores.2011.08.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[15825] LUSTRINO M., KESKIN M., MATTIOLI M., KAVAK O.:   HETEROGENEOUS MANTLE SOURCES FEEDING THE VOLCANIC ACTIVITY OF MT. KARACADAG (SE TURKEY) |  J. ASIAN EARTH SCI. 46    [2012]  120-139  | doi: 10.1016/j.jseaes.2011.11.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[16042] LE ROEX A. P., CHEVALLIER L., VERWOERD W. J., BARENDS R.:   PETROLOGY AND GEOCHEMISTRY OF MARION AND PRINCE EDWARD ISLANDS, SOUTHERN OCEAN: MAGMA CHAMBER PROCESSES AND SOURCE REGION CHARACTERISTICS |  J. VOLCANOL. GEOTHERM. RES. 223-224    [2012]  11-28  | doi: 10.1016/j.jvolgeores.2012.01.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[16348] CHAUVEL C., MAURY R. C., BLAIS S., LEWIN E., GUILLOU H., GUILLE G., ROSSI P. L., GUTSCHER M.-A.:   THE SIZE OF PLUME HETEROGENEITIES CONSTRAINED BY MARQUESAS ISOTOPIC STRIPES |  GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 13    [2012]   | GeoReM-id: 6929 | doi: 10.1029/2012GC004123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[16431] NEMETH K., RISSO C., NULLO F., SMITH I. E. M., PECSKAY Z.:   FACIES ARCHITECTURE OF AN ISOLATED LONG-LIVED, NESTED POLYGENETIC SILICIC TUFF RING ERUPTED IN A BRAIDED RIVER SYSTEM: THE LOS LOROS VOLCANO, MENDOZA, ARGENTINA |  J. VOLCANOL. GEOTHERM. RES. 239-240    [2012]  33-48  | doi: 10.1016/j.jvolgeores.2012.06.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[16433] TAGLIANI S., NICOTRA E., VICCARO M., GIANFAGNA A.:   HALOGEN-DOMINANT MINERALIZATION AT MT. CALVARIO DOME (MT. ETNA) AS A RESPONSE OF VOLATILE FLUSHING INTO THE MAGMA PLUMBING SYSTEM |  MINERAL. PETROL. 106    [2012]  89-105  | doi: 10.1007/s00710-012-0215-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[16706] JUNG S., VIETEN K., ROMER R. L., MEZGER K., HOERNES S., SATIR M.:   PETROGENESIS OF TERTIARY ALKALINE MAGMAS IN THE SIEBENGEBIRGE, GERMANY |  J. PETROL. 53    [2012]  2381-2409  | GeoReM-id: 6968 | doi: 10.1093/petrology/egs047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[16737] GIORDANO G., LUCCI F., PHILLIPS D., COZZUPOLI D., RUNCI V.:   STRATIGRAPHY, GEOCHRONOLOGY AND EVOLUTION OF THE MT. MELBOURNE VOLCANIC FIELD (NORTH VICTORIA LAND, ANTARCTICA) |  BULL. VOLCANOL. 74    [2012]  1985-2005  | doi: 10.1007/s00445-012-0643-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[17045] MOUFTI M. R., MOGHAZI A.-K. M., ALI K. A.:   40AR/39AR GEOCHRONOLOGY OF THE NEOGENE-QUATERNARY HARRAT AL-MADINAH INTERCONTINENTAL VOLCANIC FIELD, SAUDI ARABIA: IMPLICATIONS FOR DURATION AND MIGRATION OF VOLCANIC ACTIVITY |  J. ASIAN EARTH SCI. 62    [2013]  253-268  | doi: 10.1016/j.jseaes.2012.09.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[17097] LUSTRINO M., CUCCINIELLO C., MELLUSO L., TASSINARI C. C. G., DE GENNARO R., SERRACINO M.:   PETROGENESIS OF CENOZOIC VOLCANIC ROCKS IN THE NW SECTOR OF THE GHARYAN VOLCANIC FIELD, LIBYA |  LITHOS 155    [2012]  218-235  | GeoReM-id: 6649 | doi: 10.1016/J.LITHOS.2012.09.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[17506] LEMASURIER W. E.:   SHIELD VOLCANOES OF MARIE BYRD LAND, WEST ANTARCTIC RIFT: OCEANIC ISLAND SIMILARITIES, CONTINENTAL SIGNATURE, AND TECTONIC CONTROLS |  BULL. VOLCANOL. 75 (726)   [2013]   | doi: 10.1007/s00445-013-0726-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[17516] LEBEDEV V. A., CHERNYSHEV L. V., SHATAGIN K. N., BUBNOV S. N., YAKUSHEV A. I.:   THE QUATERNARY VOLCANIC ROCKS OF THE GEGHAMA HIGHLAND, LESSER CAUCASUS, ARMENIA: GEOCHRONOLOGY, ISOTOPIC SR-ND CHARACTERISTICS, AND ORIGIN |  J. VOLCANOL. SEISMOL. 7    [2013]  204-229  | doi: 10.1134/S0742046313030044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[17911] MARTIN A. P., COOPER A. F., PRICE R. C.:   PETROGENESIS OF CENOZOIC, ALKALIC VOLCANIC LINEAGES AT MOUNT MORNING, WEST ANTARCTICA AND THEIR ENTRAINED LITHOSPHERIC MANTLE XENOLITHS: LITHOSPHERIC VERSUS ASTHENOSPHERIC MANTLE SOURCES |  GEOCHIM. COSMOCHIM. ACTA 122    [2013]  127-152  | GeoReM-id: 7338 | doi: 10.1016/J.GCA.2013.08.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[17916] MAURY R. C., GUILLE G., GUILLOU H., CHAUVEL C., ROSSI P. L., PALLARES C., LEGENDRE C.:   TEMPORAL EVOLUTION OF A POLYNESIAN HOTSPOT: NEW EVIDENCE FROM RAIVAVAE (AUSTRAL ISLANDS, SOUTH PACIFIC OCEAN) |  BULL. SOC. GEOL. FRANCE 184    [2013]  557-567  | doi: 10.2113/gssgfbull.184.6.557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[18040] JICHA B. R., SINGER B. S., VALENTINE M. J.:   40AR/39AR GEOCHRONOLOGY OF SUBAERIAL ASCENSION ISLAND AND A RE-EVALUATION OF THE TEMPORAL PROGRESSION OF BASALTIC TO RHYOLITIC VOLCANISM |  J. PETROL. 54    [2013]  2581-2596  | doi: 10.1093/petrology/egt058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[18050] LUSTRINO M., FEDELE L., MELLUSO L., MORRA V., RONGA F., GELDMACHER J., DUGGEN S., AGOSTINI S., CUCCINIELLO C., FRANCIOSI L., MEISEL T. C.:   ORIGIN AND EVOLUTION OF CENOZOIC MAGMATISM OF SARDINIA (ITALY). A COMBINED ISOTOPIC (SR-ND-PB-O-HF-OS) AND PETROLOGICAL VIEW |  LITHOS 180-181    [2013]  138-158  | GeoReM-id: 7329 | doi: 10.1016/j.lithos.2013.08.022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[18171] LUSTRINO M., MORRA V., FEDELE L., SERRACINO M.:   THE TRANSITION BETWEEN ^OROGENIC1 AND ^ANOROGENIC^ MAGMATISM IN THE WESTERN MEDITERRANEAN AREA: THE MIDDLE MIOCENE VOLCANIC ROCKS OF ISOLA DEL TORO (SW SARDINIA, ITALY) |  TERRA NOVA 19    [2007]  148-159  | doi: 10.1111/J.1365-3121.2007.00730.X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[18206] GIORDANO F., D^ANTONIO M., CIVETTA L., TONARINI S., ORSI G., AYALEW D., YIRGU G., DELL^ERBA F., DI VITO M. A., ISAIA R.:   GENESIS AND EVOLUTION OF MAFIC AND FELSIC MAGMAS AT QUATERNARY VOLCANOES WITHIN THE MAIN ETHIOPIAN RIFT: INSIGHTS FROM GEDEMSA AND FANTA ^ALE COMPLEXES |  LITHOS 188    [2014]  130-144  | GeoReM-id: 7960 | doi: 10.1016/j.lithos.2013.08.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
