Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;SPOT (INCLUSION);MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;HEATING TEMPERATURE (?C);SIO2(WT%);TIO2(WT%);ZRO2(WT%);B2O3(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);Y2O3(WT%);V2O3(WT%);NB2O3(WT%);TA2O5(WT%);WO3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);CS2O(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);;;;H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);CA(WT%);K(WT%);NA(WT%);LI(PPM);BE(PPM);B(PPM);C(PPM);F(PPM);NA(PPM);MG(PPM);AL(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);AR40(CCMSTP/G);AR40(MOL/G);AR40(PPB);K(PPM);CA(PPM);SC(PPM);;;;TI(PPM);;;;V(PPM);CR(PPM);MN(PPM);FE(PPM);CO(PPM);NI(PPM);CU(PPM);ZN(PPM);GA(PPM);GE(PPM);AS(PPM);SE(PPM);BR(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM): altern. values or methods;;;;AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPM);AU(PPM);AU(PPB);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB206(PPM);BI(PPM);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;EPSILON_SR;EPSILON_SR_INI;RB87_SR86;PB206_PB204;PB206_PB204_INI;PB206_PB207;PB206_PB208;PB207_PB204;PB207_PB204_INI;PB207_PB206;PB208_PB204;PB208_PB204_INI;PB208_PB206;HF176_HF177;HF176_HF177_INI;EPSILON_HF_INI;LU176_HF177;YB176_HF177;AR36_AR39;AR36_AR40;AR37_AR39;AR38_AR39;AR39_AR40;AR40_AR36;AR40_AR39;PB206_U238;PB207_U235;PB208_TH232;TH232_PB204;TH232_U238;U235_PB204;U238_PB204;U238_PB206;D7LI(VS LSVEC);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D56FE(VS IRMM-014);D57FE(VS IRMM-014);DD(VS SMOW);ALBITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;AGE(MA): altern. values or methods;;;;;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA): altern. values or methods;;;;;;AGE_PB208_TH232(MA);
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);(AL)KALIFELDSPAR;;;;PRIMARY;;;;;;;;64.9490416049957;;;;18.2691842317581;;;;;;;;;0.0541317218448967;;;;0.373524357564747;;;;;;;;;13.5120838880539;EMP (EPMA);;;1.91820207983255;;;;;;;;;;;;;;;;;;;;;;;26;0;;;;;;;;;;;;;;;2450;4.73;ICPMS_LA;;;141;ICPMS_LA;;;0;0;0;;0;0;0;0;15.49;;;;;432;ICPMS_LA;;;1081;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;3.38;3185;ICPMS_LA;;;8.5;ICPMS_LA;;;5.82;ICPMS_LA;;;0.268;0.62;ICPMS_LA;;;0;ICPMS_LA;;;4.31;0;0;0;0;0;0;0;0;0;0.025;;;;;;;;105.5;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4143782811429;1.87389872334205;;;;;;80.7117229955151;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);(AL)KALIFELDSPAR;;;;PRIMARY;;;;;;;;64.9956703186035;;;;18.1756779551506;;;;;;;;;0.163813191466034;;;;0.286291888915002;;;;;;;;;13.8033106923103;EMP (EPMA);;;1.84607468545437;;;;;;;;;;;;;;;;;;;;;;;26.9;0;;;;;;;;;;;;;;;2040;4.63;ICPMS_LA;;;121;ICPMS_LA;;;0;0;0;;0;0;0;0;14.6;;;;;432;ICPMS_LA;;;945;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;3.65;2856;ICPMS_LA;;;7.04;ICPMS_LA;;;4.96;ICPMS_LA;;;0.265;0.49;ICPMS_LA;;;0;ICPMS_LA;;;3.49;0;0;0;0;0;0;0;0;0;0;;;;;;;;91.3;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6518084736285;1.42703542840844;;;;;;81.9211560979631;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);(AL)KALIFELDSPAR;;;;PRIMARY;;;;;;;;65.1524424552918;;;;18.3341935276985;;;;;;;;;0;;;;0.461750896647573;;;;;;;;;13.4539097547531;EMP (EPMA);;;1.9445275887847;;;;;;;;;;;;;;;;;;;;;;;24.7;0;;;;;;;;;;;;;;;2300;5.07;ICPMS_LA;;;107;ICPMS_LA;;;0;0;0;;0;0;0;0;13.81;;;;;428;ICPMS_LA;;;935;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;3.39;2807;ICPMS_LA;;;7.28;ICPMS_LA;;;4.87;ICPMS_LA;;;0.269;0.44;ICPMS_LA;;;0;ICPMS_LA;;;3.48;0;0;0;0;0;0;0;0;0;0;;;;;;;;88.8;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5945871744646;2.30879987806887;;;;;;80.0966129474665;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;55.14;;;;28.06;;;;;;;;;0.1242;;;;10.25;;;;;;;;;0.6974;EMP (EPMA);;;4.88;;;;;;;;;;;;;;;;;;;;;;;123.5;14.6;;;;;;;;;;;;;;;;9.58;ICPMS_LA;;;50;ICPMS_LA;;;0;0;19.1;;0;0;0.94;10.1;39.3;;;;;2.07;ICPMS_LA;;;831;ICPMS_LA;;;0.93;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;29.6;ICPMS_LA;;;32.6;ICPMS_LA;;;46.3;ICPMS_LA;;;4.02;13.3;ICPMS_LA;;;1.27;ICPMS_LA;;;2.66;0.54;0.046;0.16;0;0.047;0;0;0;0;0;;;;;;;;33.67;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.3513484576742;51.4783292574171;;;;;;4.17032228490871;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;55.89;;;;28.04;;;;;;;;;0.1748;;;;10.23;;;;;;;;;0.7921;EMP (EPMA);;;5.04;;;;;;;;;;;;;;;;;;;;;;;130;14.7;;;;;;;;;;;;;;;;9.87;ICPMS_LA;;;44.6;ICPMS_LA;;;0;0;18.8;;0;0;1.51;13.2;39.1;;;;;2.28;ICPMS_LA;;;847;ICPMS_LA;;;0.745;ICPMS_LA;;;0.172;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;35.4;ICPMS_LA;;;30.5;ICPMS_LA;;;42.9;ICPMS_LA;;;3.88;11.26;ICPMS_LA;;;1.3;ICPMS_LA;;;2.75;0.87;0.04;0.313;0.04;0.038;0;0;0;0;0;;;;;;;;34.4;ICPMS_LA;;;;;0;ICPMS_LA;;;0.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.9425996611676;50.4100187183019;;;;;;4.64738162053053;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;54.71;;;;28.29;;;;;;;;;0.1345;;;;11.07;;;;;;;;;0.6218;EMP (EPMA);;;4.63;;;;;;;;;;;;;;;;;;;;;;;123.1;17;;;;;;;;;;;;;;;;9.96;ICPMS_LA;;;46.3;ICPMS_LA;;;0;0;19.1;;0;0;0.88;9.6;39.8;;;;;2.07;ICPMS_LA;;;823;ICPMS_LA;;;0.9;ICPMS_LA;;;0.16;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;32.7;ICPMS_LA;;;32.9;ICPMS_LA;;;45.4;ICPMS_LA;;;4.1;13.02;ICPMS_LA;;;1.16;ICPMS_LA;;;2.6;0.64;0.062;0.24;0.031;0.094;0;0;0;0;0;;;;;;;;32.16;ICPMS_LA;;;;;0;ICPMS_LA;;;0.019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.5006917718006;54.8321830767435;;;;;;3.66712515145588;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;55.6;;;;27.08;;;;;;;;;0.1216;;;;9.89;;;;;;;;;0.8308;EMP (EPMA);;;5.32;;;;;;;;;;;;;;;;;;;;;;;142.2;16.3;;;;;;;;;;;;;;;;9.87;ICPMS_LA;;;46.5;ICPMS_LA;;;0;0;17.6;;0;0;1.07;9.5;37.47;;;;;2.11;ICPMS_LA;;;838;ICPMS_LA;;;0.773;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;39.8;ICPMS_LA;;;35.7;ICPMS_LA;;;47.2;ICPMS_LA;;;3.99;12.03;ICPMS_LA;;;1.12;ICPMS_LA;;;2.61;0.59;0.061;0.145;0.0179;0;0;0;0;0;0;;;;;;;;34.17;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.94718635991;48.2289492097548;;;;;;4.82386443033513;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;54.71;;;;28.56;;;;;;;;;0.1269;;;;11.13;;;;;;;;;0.6215;EMP (EPMA);;;4.74;;;;;;;;;;;;;;;;;;;;;;;149.1;11.7;;;;;;;;;;;;;;;;9.1;ICPMS_LA;;;60.3;ICPMS_LA;;;0;0;21.1;;0;0;1.14;7.9;37;;;;;1.58;ICPMS_LA;;;1027;ICPMS_LA;;;0.686;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;78.4;ICPMS_LA;;;35.5;ICPMS_LA;;;48.2;ICPMS_LA;;;3.95;12.38;ICPMS_LA;;;1.18;ICPMS_LA;;;3.19;0.47;0.043;0.208;0.029;0.063;0;0;0;0;0;;;;;;;;34.48;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.9491324406916;54.4318853851459;;;;;;3.61898217416246;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;50.29;;;;31;;;;;;;;;0.1042;;;;14.17;;;;;;;;;0.3055;EMP (EPMA);;;3.29;;;;;;;;;;;;;;;;;;;;;;;116.7;11.9;;;;;;;;;;;;;;;;9.1;ICPMS_LA;;;56.8;ICPMS_LA;;;0;0;24.3;;0;0;1.55;9.2;40.8;;;;;1.35;ICPMS_LA;;;935;ICPMS_LA;;;1.1;ICPMS_LA;;;0.18;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;42.2;ICPMS_LA;;;33.4;ICPMS_LA;;;48.8;ICPMS_LA;;;4.24;13.5;ICPMS_LA;;;1.23;ICPMS_LA;;;3.06;0.94;0.07;0.134;0.017;0;0;0;0;0;0;;;;;;;;30.2;ICPMS_LA;;;;;0;ICPMS_LA;;;0.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0600157945429;69.1645203651253;;;;;;1.77546384033174;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT60;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / CODERINO FORMATION;CODERINO;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA FLOW;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;55.66;;;;27.72;;;;;;;;;0.1252;;;;10.4;;;;;;;;;0.7189;EMP (EPMA);;;5.25;;;;;;;;;;;;;;;;;;;;;;;138.7;14.7;;;;;;;;;;;;;;;;8.79;ICPMS_LA;;;51.3;ICPMS_LA;;;0;0;20.8;;0;0;0;10.9;41.4;;;;;1.77;ICPMS_LA;;;869;ICPMS_LA;;;0.86;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;33.7;ICPMS_LA;;;34.15;ICPMS_LA;;;46.9;ICPMS_LA;;;3.97;12.39;ICPMS_LA;;;1.13;ICPMS_LA;;;2.9;0.66;0.072;0.188;0.032;0.043;0;0;0;0;0;;;;;;;;34.47;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.7712414997164;50.1049115222899;;;;;;4.12384697799368;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT110;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / LA MONTAGNOLA LAVA DOME;MONTAGNOLA;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA COULEES;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;55.6745;;;;27.7504;;;;;;;;;0.1481;;;;10.5003;;;;;;;;;0.557;EMP (EPMA);;;5.1007;;;;;;;;;;;;;;;;;;;;;;;169.4;12.8;;;;;;;;;;;;;;;;6.19;ICPMS_LA;;;59.6;ICPMS_LA;;;0.5;0;21.2;;0;0;1.14;11.4;37.9;;;;;2.13;ICPMS_LA;;;888;ICPMS_LA;;;0.751;ICPMS_LA;;;0.045;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;34.9;ICPMS_LA;;;34.3;ICPMS_LA;;;45.8;ICPMS_LA;;;4.01;12.96;ICPMS_LA;;;1.36;ICPMS_LA;;;2.72;0.81;0.053;0.224;0.024;0;0.017;0;0;0;0;;;;;;;;34;ICPMS_LA;;;;;0.022;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.2603541879964;51.4876945245578;;;;;;3.25195128744582;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT110;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / LA MONTAGNOLA LAVA DOME;MONTAGNOLA;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA COULEES;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;51.6676;;;;29.9099;;;;;;;;;0.146;;;;13.4553;;;;;;;;;0.35;EMP (EPMA);;;3.813;;;;;;;;;;;;;;;;;;;;;;;165.6;9.9;;;;;;;;;;;;;;;;5.26;ICPMS_LA;;;73.1;ICPMS_LA;;;0;0;21.7;;0;0;0.76;10.2;34.02;;;;;1.78;ICPMS_LA;;;958;ICPMS_LA;;;0.674;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;49.4;ICPMS_LA;;;29.94;ICPMS_LA;;;40.7;ICPMS_LA;;;3.51;11.74;ICPMS_LA;;;1.06;ICPMS_LA;;;3.1;0.46;0.056;0.162;0.029;0.05;0;0;0;0;0;;;;;;;;30.3;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.217956267054;64.775841002369;;;;;;2.00620273057698;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT110;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / LA MONTAGNOLA LAVA DOME;MONTAGNOLA;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA COULEES;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;53.4407;;;;29.0335;;;;;;;;;0.1265;;;;12.3962;;;;;;;;;0.4773;EMP (EPMA);;;4.2316;;;;;;;;;;;;;;;;;;;;;;;156.7;8.2;;;;;;;;;;;;;;;;5.49;ICPMS_LA;;;87.2;ICPMS_LA;;;0;0;23.2;;0;0;0.76;13.4;33.88;;;;;2.56;ICPMS_LA;;;1173;ICPMS_LA;;;0.55;ICPMS_LA;;;0.24;ICPMS_LA;;;0.052;ICPMS_LA;;;;;;;;;;;;;0.129;71.7;ICPMS_LA;;;26.26;ICPMS_LA;;;35.9;ICPMS_LA;;;3.06;9.24;ICPMS_LA;;;1.2;ICPMS_LA;;;3.89;0.44;0.045;0.196;0.019;0;0;0;0;0;0;;;;;;;;31.2;ICPMS_LA;;;;;0.054;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.1328884923749;60.1113208186498;;;;;;2.75579068897537;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT110;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / LA MONTAGNOLA LAVA DOME;MONTAGNOLA;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA COULEES;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;55.1825;;;;27.9229;;;;;;;;;0.1637;;;;10.5236;;;;;;;;;0.6493;EMP (EPMA);;;5.4397;;;;;;;;;;;;;;;;;;;;;;;167.6;14.5;;;;;;;;;;;;;;;;6.12;ICPMS_LA;;;44.8;ICPMS_LA;;;0;0;21;;0;0;1.4;9.2;41;;;;;2.11;ICPMS_LA;;;811;ICPMS_LA;;;0.8;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;28.4;ICPMS_LA;;;35.3;ICPMS_LA;;;48.2;ICPMS_LA;;;4.08;12.08;ICPMS_LA;;;1.21;ICPMS_LA;;;2.5;0.83;0.046;0.229;0.042;0.063;0;0;0;0;0;;;;;;;;32.7;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.5636367541597;49.7794217236994;;;;;;3.65694152214085;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT110;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / LA MONTAGNOLA LAVA DOME;MONTAGNOLA;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA COULEES;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;55.142;;;;27.7973;;;;;;;;;0.1593;;;;10.7303;;;;;;;;;0.6139;EMP (EPMA);;;4.9945;;;;;;;;;;;;;;;;;;;;;;;162.1;14.4;;;;;;;;;;;;;;;;5.8;ICPMS_LA;;;39.3;ICPMS_LA;;;0;0;21.4;;0;0;0.76;12.8;39.4;;;;;1.9;ICPMS_LA;;;836;ICPMS_LA;;;0.659;ICPMS_LA;;;0;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;31.7;ICPMS_LA;;;33.82;ICPMS_LA;;;46.7;ICPMS_LA;;;4.04;12.19;ICPMS_LA;;;1.08;ICPMS_LA;;;2.75;0.52;0.055;0.187;0.038;0.047;0;0;0;0;0;;;;;;;;32.8;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0897753045043;52.3445298719036;;;;;;3.56569482359213;;;;;;;;;;;;;;;;;;;;;;;;;
2019;[22718] LANDI P. (2019);samp. AMT110;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / TUSCAN VOLCANIC PROVINCE / MONTE AMIATA / LA MONTAGNOLA LAVA DOME;MONTAGNOLA;42.88;11.62;42.88;11.62;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;LAVA COULEES;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;;PLAGIOCLASE;;(AL)KALIFELDSPAR;;;50.5173;;;;30.7505;;;;;;;;;0.0065;;;;14.0777;;;;;;;;;0.268;EMP (EPMA);;;3.213;;;;;;;;;;;;;;;;;;;;;;;117.9;11.1;;;;;;;;;;;;;;;;5.26;ICPMS_LA;;;45.3;ICPMS_LA;;;0;0;29;;0;0;0;10.4;40.8;;;;;1.09;ICPMS_LA;;;847;ICPMS_LA;;;0.89;ICPMS_LA;;;0.068;ICPMS_LA;;;0;ICPMS_LA;;;;;;;;;;;;;0;18.8;ICPMS_LA;;;34.26;ICPMS_LA;;;49.6;ICPMS_LA;;;4.44;13.74;ICPMS_LA;;;1.47;ICPMS_LA;;;2.74;1.06;0.063;0.219;0.022;0.074;0;0;0;0;0;;;;;;;;27.62;ICPMS_LA;;;;;0;ICPMS_LA;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.7678471187768;69.6533347701357;;;;;;1.57881811108745;;;;;;;;;;;;;;;;;;;;;;;;;
