"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","K(WT%): altern. values or methods","","","","LI(PPM)","BE(PPM)","F(PPM)","S(PPM)","CL(PPM)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM): altern. values or methods","","","","ZR(PPM): altern. values or methods","","","","NB(PPM): altern. values or methods","","","","SN(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM): altern. values or methods","","","","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","PB(PPM): altern. values or methods","","","","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","SM147_ND144","SR87_SR86","SR87_SR86_INI","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","TH232_PB204","U238_PB204","D7LI(VS LSVEC)","D18O(VS SMOW)","D34S(VS CDT)","DD(VS SMOW)","ALBITE(MOL%)","AEGIRINE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","DIOPSIDE(MOL%)","ENSTATITE(MOL%)","FE-ORTHOCLASE(MOL%)","FERROSILITE(MOL%)","HEDENBERGITE(MOL%)","JADEITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPTUNITE(MOL%)","ORTHOCLASE(MOL%)","TI-AEGIRINE(MOL%)","AGE(MA): altern. values or methods","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7306","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13520","209.8","1159","736.5","","108.2","","","","1.166","ICPMS_LA","","","229.7","ICPMS_LA","","","19.24","ICPMS_LA","","","212.3","ICPMS_LA","","","2.423","ICPMS_LA","","","","0.129","0.373","ICPMS_LA","","","14.82","ICPMS_LA","","","43.57","ICPMS_LA","","","6.167","29.09","ICPMS_LA","","","7.297","ICPMS_LA","","","2.41","6.429","0.76","ICPMS_LA","","","4.491","0.674","1.699","0.213","1.431","0.127","6.878","0.373","0.472","ICPMS_LA","","","0.14","0.014","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7306","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9269","156","870.9","847.2","","117.1","","","","10.109","ICPMS_LA","","","227.5","ICPMS_LA","","","16.94","ICPMS_LA","","","162.7","ICPMS_LA","","","1.533","ICPMS_LA","","","","0.105","0.234","ICPMS_LA","","","11.62","ICPMS_LA","","","35.94","ICPMS_LA","","","4.922","24.8","ICPMS_LA","","","6.278","ICPMS_LA","","","2.081","5.061","0.709","ICPMS_LA","","","3.883","0.692","1.484","0.138","1.189","0.207","5.307","0.209","2.023","ICPMS_LA","","","0.087","0.067","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7306","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7574","348.2","77.15","7434","","47.55","","","","207.8","ICPMS_LA","","","346.9","ICPMS_LA","","","17.36","ICPMS_LA","","","639.9","ICPMS_LA","","","6.596","ICPMS_LA","","","","1.986","11.49","ICPMS_LA","","","32.71","ICPMS_LA","","","62.32","ICPMS_LA","","","5.994","23.21","ICPMS_LA","","","4.182","ICPMS_LA","","","1.312","4.064","0.53","ICPMS_LA","","","3.196","0.519","1.607","0.355","3.685","0.691","12.4","0.189","19.11","ICPMS_LA","","","0.999","0.28","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2018 "," [21767] BATKI A.(2018)  [GeoReM [11041] ]","samp. VRG7306","","CARPATHIAN BELT AND PANNONIAN BASIN / EASTERN ALPINE-WESTERN CARPATHIAN-NORTHERN PANNONI / CALIMANI-GURGHIU HARGHITA MOUNTAINS / DITRAU ALKALINE MASSIF","","47","25","47","25","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","TRIASSIC","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CLINOPYROXENE","","","","PRIMARY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7504","368.5","4.47436144578313","6396","","15.8790250329381","","","","98.1263332035812","ICPMS_LA","","","538.8","ICPMS_LA","","","18.22","ICPMS_LA","","","952.1","ICPMS_LA","","","13.14","ICPMS_LA","","","","0.879529411764706","9.777","ICPMS_LA","","","38.53","ICPMS_LA","","","72.02","ICPMS_LA","","","7.672","25.07","ICPMS_LA","","","4.671","ICPMS_LA","","","1.34","1.962","0.632","ICPMS_LA","","","2.949","0.84","1.339","0.345","3.481","0.879","17.12","0.293","42.87","ICPMS_LA","","","4.933","1.729","ICPMS_LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",

Download from GEOROC - Geochemical Database
Date of Query: Friday, April 11, 2025
Please note: There is a List of your Query Criteria at the End of this Sheet.


References:
"[913] JAVOY M., STILLMAN C. J., PINEAU F.:   OXYGEN AND HYDROGEN ISOTOPE STUDIES ON THE BASAL COMPLEXES OF THE CANARY ISLANDS: IMPLICATIONS ON THE CONDITIONS OF THEIR GENESIS |  CONTRIB. MINERAL. PETROL. 92    [1986]  225-235  | doi: 10.1007/BF00375296"
"[1313] NOUGIER J., CANTAGREL J. M., KARCHE J. P.:   THE COMORES ARCHIPELAGO IN THE WESTERN INDIAN OCEAN: VOLCANOLOGY, GEOCHRONOLOGY AND GEODYNAMIC SETTING |  J. AFR. EARTH SCI. 5    [1986]  135-145  | doi: 10.1016/0899-5362(86)90003-5"
"[1761] RAY J. S.:   TRACE ELEMENT AND ISOTOPE EVOLUTION DURING CONCURRENT ASSIMILATION, FRACTIONAL CRYSTALLIZATION AND LIQUID IMMISCIBILITY OF A CARBONATED SILICATE MAGMA |  GEOCHIM. COSMOCHIM. ACTA 62    [1998]  3301-3306  | doi: 10.1016/S0016-7037(98)00237-3"
"[2421] LE ROEX A. P., LANYON R.:   ISOTOPE AND TRACE ELEMENT GEOCHEMISTRY OF CRETACEOUS DAMARALAND LAMPROPHYRES AND CARBONATITES, NORTHWESTERN NAMIBIA: EVIDENCE FOR PLUME-LITHOSPHERE INTERACTIONS |  J. PETROL. 39    [1998]  1117-1146  | doi: 10.1093/petroj/39.6.1117"
"[2582] MITCHELL-THOME R. C.:   GEOLOGY OF THE SOUTH ATLANTIC ISLANDS |   [1970]  1-350 "
"[2808] GWALANI L. G., FERNANDEZ S., KARANTH R. V.:   ALKALINE AND THOLEIITIC DYKE SWARM ASSOCIATED WITH AMBA DONGAR AND PHENAI MATA COMPLEXES, CHHOTA UDAIPUR, ALKALINE SUBPROVINCE, WESTERN INDIA |  MEM. GEOL. SOC. INDIA 33    [1995]  391-423 "
"[3411] BEARTH P.:   ON THE ALKALI MASSIF OF THE WERNER BJERGE IN EAST GREENLAND |  MEDDR. GROENLAND 153 (4)   [1959]  1-42 "
"[4761] PRINS P.:   THE GEOCHEMICAL EVOLUTION OF THE ALKALINE AND CARBONATITE COMPLEXES OF THE DAMARALAND IGNEOUS PROVINCE, SOUTH WEST AFRICA |  ANN. UNIV. STELLENBOSCH SER. A1 (GEOL.) 3    [1981]  145-278 "
"[6684] BARRIERO M. E., COOPER A. F.:   A SR, ND, AND PB ISOTOPIC STUDY OF ALKALINE LAMPROPHYRES AND RELATED ROCKS FROM WESTLAND AND OTAGO, SOUTH ISLAND, NEW ZEALAND |  SPEC. PAP. GEOL. SOC. AM. 215    [1987]  115-125  | doi: 10.1130/SPE215-p115"
"[8177] SCHLEICHER H., BAUMANN A., KELLER J.:   PB ISOTOPIC SYSTEMATICS OF ALKALINE VOLCANIC ROCKS AND CARBONATITES FROM THE KAISERSTUHL, UPPER RHINE RIFT VALLEY, F.R.G. |  CHEM. GEOL. 93    [1991]  231-243  | doi: 10.1016/0009-2541(91)90116-9"
"[9242] SCHLEICHER H., KELLER J., KRAMM U.:   ISOTOPE STUDIES ON ALKALINE VOLCANICS AND CARBONATITES FROM THE KAISERSTUHL, FEDERAL REPUBLIC OF GERMANY |  LITHOS 26    [1990]  21-35  | doi: 10.1016/0024-4937(90)90038-3"
"[9324] SCHNEIDER A.:   THE SULFUR ISOTOPE COMPOSITION OF BASALTIC ROCKS |  CONTRIB. MINERAL. PETROL. 25    [1970]  95-124  | doi: 10.1007/BF00389779"
"[9481] EMBLETON B. J. J., SCHMIDT P. W., HAMILTON L. H., RILEY G. H.:   DATING VOLCANISM IN THE SIDNEY BASIN: EVIDENCE FROM K-AR AGES AND PALAEOMAGMATISM |  GEOL. SOC. AUSTRALIA, NSW DIVISIOIN 1    [1985]  59-72 "
"[9733] MANN U., MARKS M. A. W., MARKL G.:   INFLUENCE OF OXYGEN FUGACITY ON MINERAL COMPOSITIONS IN PERALKALINE MELTS: THE KATZENBUCKEL VOLCANO, SOUTHWEST GERMANY |  LITHOS 91    [2006]  262-285  | doi: 10.1016/j.lithos.2005.09.004"
"[9740] COOPER A. F.:   PETROLOGY OF OCELLAR LAMPROPHYRES FROM WESTERN OTAGO, NEW ZEALAND |  J. PETROL. 20    [1979]  139-163  | doi: 10.1093/petrology/20.1.139"
"[10290] CORNEN G.:   PETROLOGY OF THE ALKALINE VOLCANISM OF GORRINGE BANK (SOUTHWESTERN PORTUGAL) |  MAR. GEOL. 47    [1982]  101-130  | doi: 10.1016/0025-3227(82)90022-6"
"[10662] COOMBS D. S., WILKINSON J. F. G.:   LINEAGES AND FRACTIONATION TRENDS IN UNDERSATURATED VOLCANIC ROCKS FROM THE EAST OTAGO VOLCANIC PROVINCE (NEW ZEALAND) AND RELATED ROCKS |  J. PETROL. 10    [1969]  440-501  | doi: 10.1093/petrology/10.3.440"
"[13336] BOUABDLI A., DUPUY C., DOSTAL J.:   GEOCHEMISTRY OF MESOZOIC ALKALINE LAMPROPHYRES AND RELATED ROCKS FROM THE TAMAZERT MASSIF, HIGH ATLAS (MOROCCO) |  LITHOS 22    [1988]  43-58  | doi: 10.1016/0024-4937(88)90028-X"
"[13408] ULRYCH J., PIVEC E., HÖHNDORF A., BALOGH K., BENDL J., RUTSEK J.:   RHYOLITES FROM THE ROZTOKY INTRUSIVE CENTRE, CESKE STREDOHORI MTS.: XENOLITHS OR DYKE DIFFERENTIATES? |  CHEM. ERDE 60    [2000]  327-352 "
"[13979] BERNARD-GRIFFITHS J., GRUAU G., CORNEN G., AZAMBRE B., MACE J.:   CONTINENTAL LITHOSPHERIC CONTRIBUTION TO ALKALINE MAGMATISM: ISOTOPIC (ND, SR, PB) AND GEOCHEMICAL (REE) EVIDENCE FROM SERRA DE MONCHIQUE AND MOUNT ORMONDE COMPLEXES |  J. PETROL. 38    [1997]  115-132  | doi: 10.1093/petroj/38.1.115"
"[14695] MONTES-LAUAR C. R., PACCA I. G., MELFI A. J., KAWASHITA K.:   LATE CRETACEOUS ALKALINE COMPLEXES, SOUTHEASTERN BRAZIL: PALEOMAGNETISM AND GEOCHRONOLOGY |  EARTH PLANET. SCI. LETT. 134    [1995]  425-440  | doi: 10.1016/0012-821X(95)00135-Y"
"[15194] ULRYCH J., DOSTAL J., ADAMOVIC J., JELINEK E., SPACEK P., HEGNER E., BALOGH K.:   RECURRENT CENOZOIC VOLCANIC ACTIVITY IN THE BOHEMIAN MASSIF (CZECH REPUBLIC) |  LITHOS 123    [2011]  133-144  | GeoReM-id: 7755 | doi: 10.1016/j.lithos.2010.12.008"
"[16248] FERAUD G., GASTAUD J., AUZENDE J.-M., OLIVET J. L., CORNEN G.:   40AR/39AR AGES FOR THE ALKALINE VOLCANISM AND THE BASEMENT OF GORRINGE BANK, NORTH ATLANTIC OCEAN |  EARTH PLANET. SCI. LETT. 57    [1982]  211-226  | doi: 10.1016/0012-821X(82)90186-8"
"[17522] O^BRIEN H. E., IRVING A. J., MCCALLUM I. S., THIRLWALL M. F.:   STRONTIUM, NEODYMIUM, AND LEAD ISOTOPIC EVIDENCE FOR THE INTERACTION OF POST-SUBDUCTION ASTHENOSPHERIC POTASSIC MAFIC MAGMAS OF THE HIGHWOOD MOUNTAINS, MONTANA, USA, WITH ANCIENT WYOMING CRATON LITHOSPHERIC MANTLE |  GEOCHIM. COSMOCHIM. ACTA 59    [1995]  4539-4556  | doi: 10.1016/0016-7037(95)99266-J"
"[17599] WOOLLEY A. R., WILLIAMS C. T., WALL F., GARCIA D., MOUTE J.:   THE BINGO CARBONATITE-IJOLITE-NEPHELINE SYENITE COMPLEX, ZAIRE: GEOLOGY, PETROGRAPHY, MINERALOGY AND PETROCHEMISTRY |  J. AFR. EARTH SCI. 21    [1995]  329-348  | doi: 10.1016/0899-5362(95)00093-9"
"[17725] MITCHELL R. H., BRUNFELT A. O.:   RARE EARTH ELEMENT GEOCHEMISTRY OF THE FEN ALKALINE COMPLEX, NORWAY |  CONTRIB. MINERAL. PETROL. 52    [1975]  247-259  | doi: 10.1007/BF00401455"
"[17784] KRAMM U., KOGARKO L. N.:   ND AND SR ISOTOPE SIGNATURES OF THE KHIBINA AND LOVOZERO AGPAITIC CENTRES, KOLA ALKALINE PROVINCE, RUSSIA |  LITHOS 32    [1994]  225-242  | doi: 10.1016/0024-4937(94)90041-8"
"[18005] WILKINSON J. F. G., HENSEL H. D.:   NEPHELINES AND ANALCIMES IN SOME ALKALINE IGNEOUS ROCKS |  CONTRIB. MINERAL. PETROL. 118    [1994]  79-91  | doi: 10.1007/BF00310612"
"[18816] O^BRIEN H. E., IRVING A. J., MCCALLUM I. S.:   EOCENE POTASSIC MAGMATISM IN THE HIGHWOOD MOUNTAINS, MONTANA: PETROLOGY, GEOCHEMISTRY, AND TECTONIC IMPLICATIONS |  J. GEOPHYS. RES. 96    [1991]  13237-13260  | doi: 10.1029/91JB00599"
"[19109] ERICKSON R. L., BLADE L. V.:   GEOCHEMISTRY AND PETROLOGY OF THE ALKALIC IGNEOUS COMPLEX AT MAGNET COVE, ARKANSAS |  U. S. GEOL. SURV. PROF. PAP. 425    [1963]  1-91  | doi: 10.3133/pp425"
"[19234] COOPER A. F., COLLINS A. K., PALIN J. M., SPRATT J.:   MINERALOGICAL EVOLUTION AND REE MOBILITY DURING CRYSTALLISATION OF ANCYLITE-BEARING FERROCARBONATITE, HAAST RIVER, NEW ZEALAND |  LITHOS 216-217    [2015]  324-337  | doi: 10.1016/j.lithos.2015.01.005"
"[19369] ACKERMAN L., ULRYCH J., RANDA Z., ERBAN V., HEGNER E., MAGNA T., BALOGH K., FRANA J., LANG M., NOVAK J. K.:   GEOCHEMICAL CHARACTERISTICS AND PETROGENESIS OF PHONOLITES AND TRACHYTIC ROCKS FROM THE CESKE STREDOHORI VOLCANIC COMPLEX, THE OHRE RIFT, BOHEMIAN MASSIF |  LITHOS 224-225    [2015]  256-271  | GeoReM-id: 7927 | doi: 10.1016/J.LITHOS.2015.03.014"
"[19495] COOPER A. F.:   A CARBONATITIC LAMPROPHYRE DIKE SWARM FROM THE SOUTHERN ALPS, OTAGO AND WESTLAND |  ROYAL SOC. NEW ZEALAND BULL. 23    [1986]  313-336 "
"[21056] ELBURG M. A., CAWTHORN R. G.:   SOURCE AND EVOLUTION OF THE ALKALINE PILANESBERG COMPLEX, SOUTH AFRICA |  CHEM. GEOL. 455    [2017]  148-165  | doi: 10.1016/j.chemgeo.2016.10.007"
"[21392] KRAMM U., KÖRNER T., KITTEL M., BAIER H., SINDERN S.:   TRIASSIC EMPLACEMENT AGE OF THE KALKFELD COMPLEX, NW NAMIBIA: IMPLICATIONS FOR CARBONATITE MAGMATISM AND ITS RELATIONSHIP TO THE TRISTAN PLUME |  INT. J. EARTH SCI. (GEOL. RUNDSCHAU) 106    [2017]  2797-2813  | GeoReM-id: 10509 | doi: 10.1007/s00531-017-1460-2"
"[21767] BATKI A., PAL-MOLNAR E., JANKOVICS M. E., KERR A. C., KISS B., MARKL G., HEINCZ A., HARANGI S.:   INSIGHTS INTO THE EVOLUTION OF AN ALKALINE MAGMATIC SYSTEM: AN IN SITU TRACE ELEMENT STUDY OF CLINOPYROXENES FROM THE DITRAU ALKALINE MASSIF, ROMANIA |  LITHOS 300-301    [2018]  51-71  | GeoReM-id: 11041 | doi: 10.1016/j.lithos.2017.11.029"

Criteria:
QUERY - BY - PETROGRAPHY: -  - - - VOLCANIC - ROCKS - - - TINGUAIT.../ - - - SAMPLE - CRITERIA - (COMBINED - WITH - OR): - - - MINERAL - / - COMPONENT: - (AL)KALIFELDSPAR - / - ALBITE - / - AMPHIBOLE - / - ANALCIME - / - BIOTITE - / - CLINOPYROXENE - / - FELDSPAR - / - ILMENITE - / - MAGNETITE - / - MICA - / - NEPHELINE - / - PYROXENE - - - SAMPLE - NAME: - 100 - / - 11087 - / - 11288 - / - 11385 - / - 11783 - / - 1229 - / - 12448 - / - 152 - / - 166 - / - 190907/1 - / - 190907/3 - / - 190907/4 - / - 28078 - / - 3 - / - 3/1 - / - 33 - / - 34 - / - 35 - / - 36 - / - 37 - / - 3A - / - 406 - / - 4506/1 - / - 47 - / - 49 - / - 6 - / - 6/39 - / - 6/39S - / - 7 - / - CB - 88 - / - CB - 99 - / - DF1 - / - DR-6-39 - / - FS - 04 - / - G - / - GK1 - / - HM538 - / - HM-538 - / - K19 - / - KB31 - / - KH-100 - / - KH-370 - / - KK2 - / - LOV-8152 - / - MC-115 - / - NJ - 160 - / - OKJ-24 - / - OKU20 - / - OKU21 - / - OKU29 - / - OU - 81205 - / - OU81206 - / - OU82422 - / - OU82436 - / - P60 - / - PG - 06 - / - PG - 23 - / - PG - 25 - / - PG - 37 - / - PG - 55 - / - PLBG4 - / - ST12 - / - ST16 - / - ST40 - / - TINGUAITE - / - TINGUAITE - 1 - / - TINGUAITE - 2 - / - TK - 70 - / - VB2 - / - VB3 - / - VRG7306 - / - VRG7338T - / - WB277A - - - SAMPLING - TECHNIQUE: - DIVE - / - DREDGE - / - OUTCROP - - - ROCK - TYPE: - VOLCANIC - ROCK - - - ELEVATION - (MIN.): - -1200 - - - ELEVATION - (MAX.): - -1640 - - - LAND/SEA - (SAMPLING): - SUBAERIAL - / - SUBAQUATIC - - - HOSTMINERAL - (INCLUSION): - (AL)KALIFELDSPAR - - - ROCK - NAME: - TINGUAITE - / - TINGUAITE, - ANALCIME - - - TYPE - OF - MATERIAL: - INCLUSION - / - MINERAL - / - COMPONENT - (INCL. - GROUNDMASS) - / - WHOLE - ROCK - - - CRYSTAL: - GROUNDMASS - / - PHENOCRYST - - - RIM - / - CORE - (MINERAL - GRAINS): - CORE - / - INTERMEDIATE - ZONE - / - RIM - - - INCLUSION - TYPE: - MINERAL - INCLUSION - - - MINERAL - (INCLUSION): - ANALCIME - / - ILMENITE - / - MAGNETITE - / - NEPHELINE - 
