Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);;;;TIO2(WT%);;;;ZRO2(WT%);THO2(WT%);UO2(WT%);AL2O3(WT%);;;;CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);CEO2(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O3(WT%);NB2O5(WT%);TA2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);;;;MGO(WT%);;;;MNO(WT%);;;;BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);COO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);K(WT%);HE(CCMSTP/G);HE3(CCMSTP/G);HE4(CCMSTP/G);LI(PPM);;;;BE(PPM);B(PPM);F(PPM);S(PPM);CL(PPM);AR40(CCMSTP/G);AR40(MOL/G);CA(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM): altern. values or methods;;;;MN(PPM);FE(PPM);CO(PPM);NI(PPM);CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);BR(PPM): altern. values or methods;;;;RB(PPM): altern. values or methods;;;;;;SR(PPM): altern. values or methods;;;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);CD(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM): altern. values or methods;;;;HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB);RE(PPT);OS(PPB);OS(PPT);IR(PPB);PT(PPB);AU(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB210_ACT(DPM/G);BI(PPM);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;;;U(PPM): altern. values or methods;;;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;ND145_ND144;SM147_ND144;SR84_SR86;SR84_SR88;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204;PB206_PB204_INI;PB206_PB207;PB206_PB208;PB207_PB204;PB207_PB204_INI;PB207_PB206;PB208_PB204;PB208_PB204_INI;PB208_PB206;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;HE3_HE4(R/R(A));HE4_HE3;PB206_U238;PB207_U235;PB208_TH232;PB210_RA226_ACT;PB210_U238;RA226_TH230_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;TH232_U238;U238_PB204;U238_PB206;D7LI(PER MIL);D7LI(VS LSVEC);D11B(PER MIL);D11B(VS NBS951);D13C(PER MIL);D13C(VS PDB);D13C(VS VPDB);D18O(PER MIL);D18O(VS SMOW): altern. values or methods;;;;;;D18O(VS VSMOW);D25MG(VS DSM3);D26MG(VS DSM3);D56FE(VS IRMM-014);D57FE(VS IRMM-014);MY_W182(VS NBS3163): altern. values or methods;;;;MY_W183(VS NBS3163);MY_W184(VS NBS3163);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);ORTHOCLASE(MOL%);QUARTZ(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
1995;[18133] CHERNYSHEVA E. A. (1995);samp. 2091/39;;CENTRAL ASIAN FOLDBELT - PROTEROZOIC / SIBERIA_PROTEROZOIC / IRKUT BLOCK / PRISAYAN^E CARBONATITE MASSIF;;52;104;52;104;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;DIKE;;;PROTEROZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105.6;NOT;;;;;1412;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70485;;;0.2128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[18133] CHERNYSHEVA E. A. (1995);samp. 633/30;;CENTRAL ASIAN FOLDBELT - PROTEROZOIC / SIBERIA_PROTEROZOIC / IRKUT BLOCK / PRISAYAN^E CARBONATITE MASSIF;;52;104;52;104;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, PYROXENE-OLIVINE;;DIKE;;;PROTEROZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;NOT;;;;;1128;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7067;;;0.3051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[18133] CHERNYSHEVA E. A. (1995);samp. 012/12;;CENTRAL ASIAN FOLDBELT - PROTEROZOIC / SIBERIA_PROTEROZOIC / IRKUT BLOCK / PRISAYAN^E CARBONATITE MASSIF;;52;104;52;104;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, NEPHELINE-BIOTITE;;DIKE;;;PROTEROZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.3;NOT;;;;;1163;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70574;;;0.2476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[18134] MCDONALD I. (1995);samp. 259;;KAAPVAAL CRATON / SOUTH AFRICA / EENDE KUIL KIMBERLITE CLUSTER / SUTHERLAND PIPE;;-32.39;20.64;-32.39;20.64;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;75000000;75000000;CRETACEOUS;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;NAA;;;;;;;;709;NAA;;;;;66;408;;;;;;;;;;;;;;;;71;NAA;;;;;943;NAA;;;;;;;;;341;NAA;;;;;;;;1.9;0.64;7.5;;;;;563;NAA;;;76.3;NAA;;;147;NAA;;;;56.1;NAA;;;14.8;NAA;;;3.7;6.1;1.5;;;;;1.31;0.21;NAA;;;7.2;NAA;;;7.1;;;;0.38;;0.64;10.4;0.23;;;;;;;;;10;NAA;;;;;2.7;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[18134] MCDONALD I. (1995);samp. 261;;KAAPVAAL CRATON / SOUTH AFRICA / EENDE KUIL KIMBERLITE CLUSTER / SUTHERLAND PIPE;;-32.39;20.64;-32.39;20.64;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;75000000;75000000;CRETACEOUS;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;NAA;;;;;;;;784;NAA;;;;;66;728;;;;;;;;;;;0.62;;;;;90;NAA;;;;;374;NAA;;;;;;;;;305;NAA;;;;;;;;2.6;0.58;7.1;;;0.27;;671;NAA;;;75.6;NAA;;;132;NAA;;;;48.6;NAA;;;12.8;NAA;;;3.4;4.5;1.2;;;;;1.21;0.18;NAA;;;6.2;NAA;;;7.1;;;;0.44;;0.68;11;0.33;;;;;;;;;10;NAA;;;;;1.9;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;[18134] MCDONALD I. (1995);samp. 266;;KAAPVAAL CRATON / SOUTH AFRICA / EENDE KUIL KIMBERLITE CLUSTER / SUTHERLAND PIPE;;-32.39;20.64;-32.39;20.64;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;75000000;75000000;CRETACEOUS;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;NAA;;;;;;;;753;NAA;;;;;69;598;;;;;;;;;;;0.78;;;;;44;NAA;;;;;1750;NAA;;;;;;;;;498;NAA;;;;;;;;3.3;0.84;7.3;;;;;580;NAA;;;135;NAA;;;253;NAA;;;;86.5;NAA;;;21.8;NAA;;;5.8;8.4;2.2;;;;;1.76;0.31;NAA;;;7.1;NAA;;;8.6;;;;0.52;;0.71;11.1;0.22;;;;;;;;;21;NAA;;;;;3.8;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;[18141] TOLSTIKHIN I. N. (2002);samp. KV-16;;BALTIC SHIELD / BELOMORIAN PROVINCE / KOVDOR MASSIF;;67.5667;30.4833;67.5667;30.4833;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;DEVONIAN;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);VESICLES;;;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.98E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[18158] RASS I. T. (2000);samp. 90/30/2;;SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX;;70.95;101.433;70.95;101.433;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;KUGDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;37.95;XRF;;;2.25;XRF;;;;;;1.69;XRF;;;;;;;;;;;;;;;;;;3.69;;8.84;11.4;XRF;;;31.83;XRF;;;0;XRF;;;;;;;;;0.3;XRF;;;0.91;XRF;;;0.21;;0.66;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[18158] RASS I. T. (2000);samp. 1314;;SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX;;70.95;101.433;70.95;101.433;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;KUGDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;36.4;XRF;;;2.11;XRF;;;;;;4.52;XRF;;;;;;;;;;;;;;;;;;4.74;;6.47;21.1;XRF;;;20.88;XRF;;;0.1;XRF;;;;;;;;;0.4;XRF;;;1.37;XRF;;;0.16;;0.14;;1.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[18158] RASS I. T. (2000);samp. 90/30/1;;SIBERIAN TRAPS / PUTORANA REGION / GULI VOLCANO-PLUTONIC COMPLEX;;70.95;101.433;70.95;101.433;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;KUGDITE;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;39.13;XRF;;;1.17;XRF;;;;;;5.13;XRF;;;;;;;;;;;;;;;;;;12.09;;;11.4;XRF;;;27.2;XRF;;;0.17;XRF;;;;;;;;;0.2;XRF;;;0.74;XRF;;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18179] MANGLER M. F. (2014);samp. OL 198;179919;EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI;DOROBO CONE;-2.72;35.9;-2.75;35.93;1158;1158;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;HIGH-MG;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.25;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18179] MANGLER M. F. (2014);samp. OL 12/2 K;;EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI;;-2.75;35.93;-2.75;35.93;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;;;;;;;;;;;;;;;;;;1930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.3;PH_IC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;[18216] BASU A. R. (1980);samp. PHN3544;123432;ONTONG JAVA / MAIN (HIGH) PLATEAU - MALAITA;EXPOSURE WITHIN HAUHAUMELA STREAM AT BABARUU;-7.94;160.79;-9.25;161.91;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;MELILITITE;;ORIGINALLY REPORTED AS ALNÖITE;;;EOCENE;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143.65;MS_ID;;;24.424;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512802;;;;;0.1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18626] WANG LIAN-XUN(2014)  [GeoReM [8025] ];samp. NH2;;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / UPPER RHINEGRABEN / HEGAU;;48;8;48;8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;DIKE;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1042;;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;PH_IC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18626] WANG LIAN-XUN(2014)  [GeoReM [8025] ];samp. NU3;;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / UPPER RHINEGRABEN / URACH VOLCANIC FIELD;;48.5;9.4;48.5;9.4;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1223;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;PH_IC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18626] WANG LIAN-XUN(2014)  [GeoReM [8025] ];samp. U2;;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / UPPER RHINEGRABEN / URACH VOLCANIC FIELD;;48.5;9.4;48.5;9.4;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;PH_IC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18626] WANG LIAN-XUN(2014)  [GeoReM [8025] ];samp. NU2;;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / UPPER RHINEGRABEN / URACH VOLCANIC FIELD;;48.5;9.4;48.5;9.4;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1232;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;PH_IC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18626] WANG LIAN-XUN(2014)  [GeoReM [8025] ];samp. 334.2;;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / UPPER RHINEGRABEN;MAHLBERG AND LEHEN;48.27;7.79;48.27;7.79;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1182;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;PH_IC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18626] WANG LIAN-XUN(2014)  [GeoReM [8025] ];samp. 753;;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / UPPER RHINEGRABEN;MAHLBERG AND LEHEN;48.27;7.79;48.27;7.79;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1013;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;PH_IC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;[18626] WANG LIAN-XUN(2014)  [GeoReM [8025] ];samp. 229;150041;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / UPPER RHINEGRABEN / KAISERSTUHL VOLCANIC COMPLEX;;48.1;7.67;48.1;7.67;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;ORIGINALLY REPORTED AS BERGALITE;;;CENOZOIC;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1331;;2640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6;PH_IC;5.9;TXRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
