Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);THO2(WT%);UO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);CUO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);;;;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);;;;CL(WT%);SO3(WT%);S(WT%);LOI(WT%);SI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%);;;;CR(WT%);HE4(CCMSTP/G);;;;;;LI(PPM);BE(PPM);B(PPM);F(PPM);NE20(CCMSTP/G);;;;;;P(PPM);S(PPM);CL(PPM);AR36(CCMSTP/G);;;;;;AR39(MOL/G);AR40(AT/G): altern. values or methods;;;;;;AR40(CCMSTP/G): altern. values or methods;;;;AR40(MOL/G): altern. values or methods;;;;AR40(PPB);K(PPM);SC(PPM): altern. values or methods;;;;TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);AS(PPB);SE(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM);TB(PPM): altern. values or methods;;;;DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM): altern. values or methods;;;;HF(PPM): altern. values or methods;;;;TA(PPM): altern. values or methods;;;;W(PPM): altern. values or methods;;;;OS(PPB);IR(PPB);PT(PPB);AU(PPM);AU(PPB);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;;;PB210_ACT(DPM/G): altern. values or methods;;;;BI(PPM);RA226(PPQ);RA226_ACT(DPM/G): altern. values or methods;;;;TH(PPM): altern. values or methods;;;;TH232(PPM);U(PPM): altern. values or methods;;;;U238(PPM);ND143_ND144: altern. values or methods;;;;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86: altern. values or methods;;;;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB204_INI;PB207_PB204: altern. values or methods;;;;PB207_PB204_INI;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB204_INI;PB208_PB206;OS187_OS188;HF176_HF177;HF178_HF177;EPSILON_HF_INI;LU176_HF177;YB176_HF177;HE3_HE4(R/R(A));HE4_HE3;AR36_AR39;AR37_AR39;AR38_AR36: altern. values or methods;;;;;;AR38_AR39;AR40_AR36: altern. values or methods;;;;;;AR40_AR39;AR40_K40;NE20_NE22: altern. values or methods;;;;;;NE21_NE22: altern. values or methods;;;;;;PB206_U238;PB207_U235;PB210_RA226: altern. values or methods;;;;RA226_TH230;RA226_TH230_ACT;RA226_U238;RA228_TH232;PA231_U235_ACT;TH228_TH232;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;TH232_U238;U234_U238_ACT;U235_PB204;U238_PB204;U238_TH232_ACT;CL36_CL;D7LI(VS LSVEC);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D56FE(VS IRMM-014);D57FE(VS IRMM-014);DD(VS SMOW);ALBITE(MOL%);ACMITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);CHROMITE(MOL%);CELSIAN(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);HERCYNITE(MOL%);ILMENITE(MOL%);KALSILITE(MOL%);LARNITE(MOL%);MAGNESIOFERRITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);ORTHOCLASE(MOL%);QUARTZ(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);TSCHERMAKITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;;;AGE(MA): altern. values or methods;;;;;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);
1996;[1125] SIGMARSSON O. (1996);samp. 4694;18637;ICELAND / VESTMANNAEYJAR ISLANDS - HEIMAEY;;63.441;-20.281;63.441;-20.281;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;HOLOCENE;;;1;1973;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.6;TIMS_ID;;;338;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;338;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.68;ICPMS;3.73;ICPMS;;;0.97;GAMMA;0.96;GAMMA;;;1.06;GAMMA;1.04;GAMMA;3.21;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.92;GAMMA;0.92;GAMMA;;1.16;;;;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1972;[1159] HUGHES D. J. (1972);samp. M48;;MADEIRA ARCHIPELAGO / MADEIRA;SOUTHEAST OF PORTO DA CRUZ;32.75;-17;32.75;-17;50;50;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;APHYRIC;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;54.88;1.58;;;;20.54;;;;;;;;;;;2.75;;3.17;6.51;1.84;0.21;;;;;;;2.02;XRF;;;6.02;XRF;;;;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;XRF;;;;;;;;;;;;;;;;;;;45;XRF;;;1179;XRF;;;42;XRF;;;567;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;460;XRF;;;;127;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;[1162] AIRES-BARROS L. (1980);samp. 235;14224;MADEIRA ARCHIPELAGO / MADEIRA;COMPLEX 1B;32.75;-16.93;32.75;-16.93;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;50.74;2.26;;;;19.04;;;;;;;;;;;4.51;;4.67;7.72;2.66;0.16;;;;;;;1.56;NOT;;;5.54;NOT;;;;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12945;;;;;;;;;;;;;;;;;;;;;;;42;NOT;;;103;NOT;;;;;;;;;;;42;NOT;;;1158;NOT;;;47;NOT;;;404;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;[1162] AIRES-BARROS L. (1980);samp. 30;14235;MADEIRA ARCHIPELAGO / MADEIRA;COMPLEX 4;32.75;-16.93;32.75;-16.93;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;52.87;2.55;;;;18.65;;;;;;;;;;;3.48;;3.76;6.44;0.85;0.45;;;;;;;1.92;NOT;;;5.05;NOT;;;;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15932;;;;;;;;;;;;;;;;;;;;;;;89;NOT;;;81;NOT;;;;;;;;;;;39;NOT;;;1210;NOT;;;47;NOT;;;555;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;[1162] AIRES-BARROS L. (1980);samp. 33;14236;MADEIRA ARCHIPELAGO / MADEIRA;COMPLEX 4;32.75;-16.93;32.75;-16.93;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;52.8;1.74;;;;18.76;;;;;;;;;;;3.55;;3.84;7.55;1.91;0.5;;;;;;;1.85;NOT;;;5.65;NOT;;;;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15351;;;;;;;;;;;;;;;;;;;;;;;33;NOT;;;85;NOT;;;;;;;;;;;49;NOT;;;1246;NOT;;;52;NOT;;;544;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;[1162] AIRES-BARROS L. (1980);samp. 103;;MADEIRA ARCHIPELAGO / MADEIRA;DIKE;32.75;-17;32.75;-17;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;48.02;2;;;;18.15;;;;;;;;;;;9.4;;0.74;8.18;2.34;;;;;;;;1.11;NOT;;;5.06;NOT;;;;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9211;;;;;;;;;;;;;;;;;;;2;NOT;;;24;NOT;;;97;NOT;;;;;;;;;;;38;NOT;;;882;NOT;;;41;NOT;;;315;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;[1185] MAURY R. C. (1992);samp. K3500.0;9264;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;500;500;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;CORE;PRIMARY;;;;;50.82;1.31;;;;1.71;;;;;;;;;;;;11.27;;20.26;13.12;0.48;;;;;;;0;EMP (EPMA);;;0.49;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;[1185] MAURY R. C. (1992);samp. K3500.0;9264;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;500;500;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);ORTHOPYROXENE;;MICROPHENOCRYST;;PRIMARY;;;;;52.44;0.2;;;;0.55;;;;;;;;;;;;28.63;;1.74;16.64;1.18;;;;;;;0;EMP (EPMA);;;0;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;[1185] MAURY R. C. (1992);samp. H2501.0;9263;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;501;501;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;52.25;1.94;;;;17.69;;;;;;;;;;8.95;;;;6.04;1.98;0.16;;;;;;;2.94;AAS;;;4.88;AAS;;;;;1;;;0.18;;;;;;;;;;2.05;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.5;INAA;;;;54;AAS;;;;;;;;32;AAS;;;1;AAS;;;6;AAS;;;133;AAS;;;;;;;;;;;65;AAS;;;1012;AAS;;;38;ICPMS;;;590;INAA;;;;;;;;;;;;;;;;;;;581;AAS;;;81.39;ICPMS;;;177.18;ICPMS;;;;79.28;ICPMS;;;14.58;ICPMS;;;4.46;ICPMS;;;11.26;;;;;7.9;;3.43;;2.76;0.4;ICPMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;[1185] MAURY R. C. (1992);samp. K3500.0;9264;PITCAIRN-GAMBIER CHAIN / MURUROA ATOLL;;-21.88;-138.75;-21.88;-138.75;;;DRILL HOLE ;500;500;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;AAS;;;900;AAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512922;TIMS;;;;;;;0.703534;TIMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;[1203] WEAVER B. L. (1990);samp. 75348;;TRINDADE-VITORIA RISE / TRINDADE;;-20.5;-29.3;-20.5;-29.3;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;49.62;1.84;;;;18.95;;;;;;;;;;6.37;;;;5.16;2.24;0.17;;;;;;;5.56;XRF;;;2.93;XRF;;;;;0.51;;;;;;;;;;;;;6.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;NOT;;;;108;NOT;;;9;NOT;;;;10.5;NOT;;;6;NOT;;;;;;;113;NOT;;;;;;;;;;;142;NOT;;;3043;NOT;;;33;NOT;;;938;NOT;;;159;NOT;;;;;;;;;;;;;;;1267;NOT;;;110;NOT;110;INAA;162;NOT;198;INAA;;54;NOT;73.8;INAA;11.6;INAA;;;3.93;NOT;3.67;INAA;;1.13;NOT;1.41;INAA;;;;;2.65;0.41;INAA;;;14.2;NOT;;;9.41;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;NOT;;;;5;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;[1229] FISK M. R. (1988);samp. RE195;;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES / DIFFERENTIATED SERIES;;-21;55.85;-21;55.85;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;56.3;1.19;;;;17.87;;;;;;;;;;8.91;;;;5.14;1.86;0.24;;;;;;;2.49;XRF;;;5.55;XRF;;;;;0.6;;;;;;;;;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;XRF;;;;0;XRF;;;7;XRF;;;;;;;;4;XRF;;;10;XRF;;;111;XRF;;;;;;;;;;;74;XRF;;;717;XRF;;;34;XRF;;;512;XRF;;;65;XRF;;;;;;;;;;;;;;;620;XRF;;;67;XRF;;;138;XRF;;;;55;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;[1229] FISK M. R. (1988);samp. RE788;;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES / DIFFERENTIATED SERIES;;-21;55.85;-21;55.85;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;51.93;2.77;;;;15.63;;;;;;;;;;11.77;;;;7.26;3.28;0.25;;;;;;;1.77;XRF;;;4.79;XRF;;;;;0.64;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;XRF;;;;129;XRF;;;4;XRF;;;;;;;;4;XRF;;;4;XRF;;;122;XRF;;;;;;;;;;;43;XRF;;;573;XRF;;;44;XRF;;;331;XRF;;;43;XRF;;;;;;;;;;;;;;;392;XRF;;;40;XRF;;;95;XRF;;;;50;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[1230] ALBAREDE F.(1997)  [GeoReM [176] ];samp. RP14;7830;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE;RIVIERE DES REMPARTS;-21.23;55.6;-21.23;55.6;1270;1270;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;APHYRIC;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;47.93;3.35;;;;16.04;;;;;;;;;;;;12.84;;9.48;4.29;0.18;;;;;;;1.3;XRF;;;3.7;XRF;;;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.5;XRF;;;;268.6;XRF;;;22;XRF;;;;;;;;15.3;XRF;;;28.9;XRF;;;113;XRF;;;;;;;;;;;32.1;XRF;33.4;ICPMS;494;XRF;493;ICPMS;36.6;XRF;35.4;ICPMS;268.8;XRF;;;41.6;XRF;52.9;ICPMS;;;;;;;;;;;;0.2;228.7;XRF;299;ICPMS;30.7;ICPMS;;;70;ICPMS;;;8.95;38.1;ICPMS;;;8.15;ICPMS;;;2.72;ICPMS;;;7.89;1.17;ICPMS;;;6.74;1.23;3.34;;2.67;0.39;ICPMS;;;7.08;ICPMS;;;;;;;;;;;;;;;;;;;2.46;ICPMS;;;;;;;;;;;;;;;3.68;ICPMS;;;;0.92;ICPMS;;;;;;;;;;;;0.704061;TIMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[1230] ALBAREDE F.(1997)  [GeoReM [176] ];samp. RP15;7831;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE;RIVIERE DES REMPARTS;-21.23;55.6;-21.23;55.6;1240;1240;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;APHYRIC;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;52.91;2.5;;;;15.99;;;;;;;;;;;;10.1;;6.41;3.04;0.19;;;;;;;2.36;XRF;;;5.04;XRF;;;;;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2;XRF;;;;95.3;XRF;;;;;;;;;;;;2.1;XRF;;;11.4;XRF;;;128.3;XRF;;;;;;;;;;;59.7;XRF;61.3;ICPMS;448;XRF;456;ICPMS;57.8;XRF;55.8;ICPMS;493.1;XRF;;;72.7;XRF;86.5;ICPMS;;;;;;;;;;;;0.36;430.2;XRF;510;ICPMS;56.3;ICPMS;;;125.9;ICPMS;;;15.71;65.1;ICPMS;;;13.29;ICPMS;;;4.15;ICPMS;;;12.67;1.92;ICPMS;;;10.88;2.03;5.48;;4.36;0.63;ICPMS;;;11.72;ICPMS;;;;;;;;;;;;;;;;;;;4.85;ICPMS;;;;;;;;;;;;;;;7.5;ICPMS;;;;1.53;ICPMS;;;;;;;;;;;;0.704084;TIMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;[1230] ALBAREDE F.(1997)  [GeoReM [176] ];samp. RP17;7833;MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE;RIVIERE DES REMPARTS, WESTERN RIM;-21.23;55.6;-21.23;55.6;1190;1190;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MUGEARITE;APHYRIC;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;48.17;3.5;;;;15.01;;;;;;;;;;;;13.85;;8.36;4.1;0.19;;;;;;;1.47;XRF;;;3.87;XRF;;;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.3;XRF;;;;256.4;XRF;;;14;XRF;;;;;;;;6.9;XRF;;;25.9;XRF;;;125.4;XRF;;;;;;;;;;;38;XRF;38.2;ICPMS;463;XRF;468;ICPMS;42.7;XRF;41.5;ICPMS;327.4;XRF;;;48.6;XRF;63.2;ICPMS;;;;;;;;;;;;0.236;251.1;XRF;321;ICPMS;36.6;ICPMS;;;81.6;ICPMS;;;10.66;45.4;ICPMS;;;9.57;ICPMS;;;3.05;ICPMS;;;8.92;1.38;ICPMS;;;7.77;1.44;3.85;;3.14;0.45;ICPMS;;;8.29;ICPMS;;;;;;;;;;;;;;;;;;;3.07;ICPMS;;;;;;;;;;;;;;;4.5;ICPMS;;;;1.109;ICPMS;;;;;;;;;;;;0.704056;TIMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
