Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),RIM / CORE (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),INCLUSION SIZE,SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),COO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),CACO3(WT%),C(WT%),F(WT%),CL(WT%),OH(WT%),SO2(WT%),SO3(WT%),S(WT%): altern. values or methods,,,,LOI(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),K(WT%),NA(WT%),CO(WT%),CU(WT%),NI(WT%),ZN(WT%),HE(MOL/G),HE4(CCMSTP/G),LI(PPM),BE(PPM),B(PPM),F(PPM),NE(MOL/G),P(PPM),S(PPM),CL(PPM),AR(MOL/G),AR40(AT/G),AR40(CCMSTP/G),AR40(MOL/G),AR40(PPB),K(PPM),SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CR52(PPM),CR53(PPM),MN(PPM),CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,NI60(PPM),NI62(PPM),CU(PPM): altern. values or methods,,,,CU63(PPM),CU65(PPM),ZN(PPM): altern. values or methods,,,,ZN66(PPM),ZN67(PPM),GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),RU(PPB),RU(PPT),RH(PPB),RH(PPT),PD(PPB),PD(PPT),AG(PPM),AG(PPB),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),RE(PPB),RE(PPT),OS(PPB),IR(PPB),IR(PPT),PT(PPB),PT(PPT),AU(PPM),AU(PPB),HG(PPM),HG(PPB),TL(PPM),PB(PPM): altern. values or methods,,,,PB206(PPM),BI(PPM),TH(PPM): altern. values or methods,,,,TH232(PPM),U(PPM): altern. values or methods,,,,U238(PPM),CO2(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,EPSILON_SR_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB207_PB206,PB208_PB204,PB208_PB206,OS187_OS188,RE187_OS188,HF176_HF177,LU176_HF177,YB176_HF177,HE3_HE4(R/R(A)),HE4_NE20,AR36_AR39,AR37_AR39,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,RA226_U238,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D11B(PER MIL),D11B(VS NBS951),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),DD(VS SMOW),ALBITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),DIOPSIDE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),HEDENBERGITE(MOL%),JADEITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),TSCHERMAKITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA)
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.997543088,0.34290872,,2.2357024,,,,,,5.09504,,22.2579168,16.25792,0.1531016,,,,,,,0.0329584,0.2312416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4342658392654,ICPMS_LA,,,,110.096530918553,ICPMS_LA,,,652.570470004233,ICPMS_LA,,,,,,38.3270335419339,ICPMS_LA,,,96.8942205716798,ICPMS_LA,,,,,,,,,,,32.4128022719475,ICPMS_LA,,,,,,,,,,,,,0.0366224616544587,ICPMS_LA,,,,,138.299578886553,ICPMS_LA,,,,,9.8558065453955,ICPMS_LA,,,14.6473033561194,ICPMS_LA,,,0.0448615792946677,ICPMS_LA,,,,,,,,,,,,,,,,,0.0153197997888507,0.108182220025571,ICPMS_LA,,,3.77085669857531,ICPMS_LA,,,12.8175982877264,ICPMS_LA,,,2.18455429394281,11.0004486430949,ICPMS_LA,,,,,3.21923845342362,ICPMS_LA,,,0.770661529314563,3.01499039807916,0.406761162954208,2.10768765622192,0.395780524237412,0.930390556326627,0.136419122849591,0.777959530660203,0.114869424449151,0.792507757001406,0.0069278744008687,,,,,,,,,,,,,,,,,,,,,0.0937667492312495,ICPMS_LA,,,,0.0145627449926154,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.82575395,0.362043,,2.236,,,,,,5.15,,22.09802,16.395,0.16437,,,,,,,0.02469,0.23714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.858293125665,ICPMS_LA,,,,117.893512530264,ICPMS_LA,,,763.434162154894,ICPMS_LA,,,,,,39.3863931641673,ICPMS_LA,,,97.6850157307527,ICPMS_LA,,,,,,,,,,,35.7690723920041,ICPMS_LA,,,,,,,,,,,,,0.0406519,ICPMS_LA,,,,,136.98566170456,ICPMS_LA,,,,,11.7802550635066,ICPMS_LA,,,17.2827975609117,ICPMS_LA,,,0.0629755990025373,ICPMS_LA,,,,,,,,,,,,,,,,,0.0136772,0.0895683912781747,ICPMS_LA,,,4.30089892228342,ICPMS_LA,,,14.4186048473643,ICPMS_LA,,,2.41370526711466,12.681813550968,ICPMS_LA,,,,,3.71808941705149,ICPMS_LA,,,0.851723442025311,3.47056267166513,0.46842633254707,2.48737098691084,0.479955104466141,1.15231938910229,0.156197241912331,0.920226478118811,0.14170818421655,0.954032062095351,0.00832422727303909,,,,,,,,,,,,,,,,,,,,,0.101807657566203,ICPMS_LA,,,,0.01403583469405,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.968000742,0.38513112,,2.2389336,,,,,,5.3324,,22.2053104,16.19112,0.173068,,,,,,,0.0222352,0.2576848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4900755610799,ICPMS_LA,,,,108.216787200908,ICPMS_LA,,,579.966970933283,ICPMS_LA,,,,,,38.8453713168816,ICPMS_LA,,,97.1423114157166,ICPMS_LA,,,,,,,,,,,28.6705510567797,ICPMS_LA,,,,,,,,,,,,,0.0873681175072049,ICPMS_LA,,,,,142.417716130993,ICPMS_LA,,,,,9.29251283102006,ICPMS_LA,,,13.9338400911385,ICPMS_LA,,,0.0502849206529901,ICPMS_LA,,,,,,,,,,,,,,,,,0.0149109928874939,0.227761298292935,ICPMS_LA,,,3.67616971432513,ICPMS_LA,,,12.2623155727753,ICPMS_LA,,,2.07921694297973,10.7866334979634,ICPMS_LA,,,,,3.15292463872638,ICPMS_LA,,,0.777157741607753,2.98633439092981,0.398926351955637,2.00561742262034,0.368840602360429,0.873992893492378,0.120073322225904,0.679229928991322,0.100744714440714,0.765926593279812,0.00574999008935814,,,,,,,,,,,,,,,,,,,,,0.0785731770971085,ICPMS_LA,,,,0.0113704920200575,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.95089311,0.3774364,,2.239256,,,,,,5.3964,,22.260112,16.1532,0.19062,,,,,,,0.026684,0.26258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6636424647598,ICPMS_LA,,,,114.278368502458,ICPMS_LA,,,487.898845895796,ICPMS_LA,,,,,,38.9426779465896,ICPMS_LA,,,94.6213624237502,ICPMS_LA,,,,,,,,,,,27.9655851753404,ICPMS_LA,,,,,,,,,,,,,0.0417447141361467,ICPMS_LA,,,,,144.18947689862,ICPMS_LA,,,,,9.57055081222138,ICPMS_LA,,,14.5607817028503,ICPMS_LA,,,0.053301001891543,ICPMS_LA,,,,,,,,,,,,,,,,,0.01309252,0.10289004217213,ICPMS_LA,,,3.71263439709445,ICPMS_LA,,,12.4313215292451,ICPMS_LA,,,2.10773858588402,11.2132053928533,ICPMS_LA,,,,,3.26032295110625,ICPMS_LA,,,0.817646664287292,3.13212275844487,0.414800429359762,2.06073857439,0.380281067841851,0.915829838658914,0.119094482495035,0.683822329675577,0.102200209042335,0.794318525695957,0.00538926712414696,,,,,,,,,,,,,,,,,,,,,0.0730298698998322,ICPMS_LA,,,,0.00887525400036399,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,53.21740784,0.3444892,,2.246,,,,,,5.11,,22.274224,16.146,0.151952,,,,,,,0.035624,0.237988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4331469869904,ICPMS_LA,,,,107.969853973703,ICPMS_LA,,,558.008779528717,ICPMS_LA,,,,,,37.5936601919259,ICPMS_LA,,,96.3756581678483,ICPMS_LA,,,,,,,,,,,28.7870678911616,ICPMS_LA,,,,,,,,,,,,,0.03435772,ICPMS_LA,,,,,140.560602881226,ICPMS_LA,,,,,8.78182989737238,ICPMS_LA,,,13.1508981983285,ICPMS_LA,,,0.0359070106591005,ICPMS_LA,,,,,,,,,,,,,,,,,0.0160148083392664,0.110682440656858,ICPMS_LA,,,3.43974026148229,ICPMS_LA,,,11.7781449761484,ICPMS_LA,,,2.0200972435787,10.138054853565,ICPMS_LA,,,,,2.96897648495318,ICPMS_LA,,,0.73986438770137,2.80747335382139,0.370938606137365,1.91830034353011,0.351144124263755,0.81111917336381,0.119763015944117,0.682809618880609,0.0980539223691863,0.721169089778803,0.00568683421349016,,,,,,,,,,,,,,,,,,,,,0.081113026042637,ICPMS_LA,,,,0.0126252194312534,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.845514849,0.35020172,,2.24019,,,,,,5.14,,22.3129144,16.2712,0.1493792,,,,,,,0.0278044,0.2449508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.539139949721,ICPMS_LA,,,,106.833897507784,ICPMS_LA,,,607.490213943763,ICPMS_LA,,,,,,38.2356998302354,ICPMS_LA,,,97.2873124240664,ICPMS_LA,,,,,,,,,,,30.5371760932597,ICPMS_LA,,,,,,,,,,,,,0.119216906780785,ICPMS_LA,,,,,142.191379772812,ICPMS_LA,,,,,9.23498322579015,ICPMS_LA,,,14.0296200433018,ICPMS_LA,,,0.046954328667363,ICPMS_LA,,,,,,,,,,,,,,,,,0.015947899519489,0.325941738963442,ICPMS_LA,,,3.71406917396803,ICPMS_LA,,,12.4965644813066,ICPMS_LA,,,2.11539652686137,10.6233280994303,ICPMS_LA,,,,,3.1007382124806,ICPMS_LA,,,0.760238862633765,2.90509113637026,0.392281111763781,1.9908376363182,0.370242354806373,0.865241216791747,0.127816825211987,0.710265790656585,0.103938697838324,0.740301432470299,0.00656454381388897,,,,,,,,,,,,,,,,,,,,,0.0944048529343782,ICPMS_LA,,,,0.0147706407386855,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.60121628,0.3582392,,2.2436,,,,,,5.1232,,22.068032,16.5116,0.164356,,,,,,,0.023656,0.228668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5232200753187,ICPMS_LA,,,,118.892425949151,ICPMS_LA,,,918.355332400807,ICPMS_LA,,,,,,40.2818362759757,ICPMS_LA,,,98.9092240489681,ICPMS_LA,,,,,,,,,,,41.0891600602745,ICPMS_LA,,,,,,,,,,,,,0.04119768,ICPMS_LA,,,,,131.33619289202,ICPMS_LA,,,,,13.0845410633489,ICPMS_LA,,,19.0006553787409,ICPMS_LA,,,0.0732396766253843,ICPMS_LA,,,,,,,,,,,,,,,,,0.01378176,0.0837732112781747,ICPMS_LA,,,4.69198010411025,ICPMS_LA,,,15.6852130276596,ICPMS_LA,,,2.62094824588435,13.5804143217953,ICPMS_LA,,,,,3.96816069126898,ICPMS_LA,,,0.863651186313118,3.65906814768943,0.507940155446493,2.70653610681695,0.53131289778774,1.28750460878349,0.179995967231399,1.05180020438088,0.164411883045063,1.04321631395082,0.0101134976235689,,,,,,,,,,,,,,,,,,,,,0.122112166260006,ICPMS_LA,,,,0.0181754827047731,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,53.14256195,0.346786,,2.2625,,,,,,5.14,,22.29157,16.1475,0.151685,,,,,,,0.03452,0.23899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8570678907862,ICPMS_LA,,,,107.880851699193,ICPMS_LA,,,553.314687933741,ICPMS_LA,,,,,,37.7715957975679,ICPMS_LA,,,96.2244990264737,ICPMS_LA,,,,,,,,,,,29.1735924594159,ICPMS_LA,,,,,,,,,,,,,0.0342106,ICPMS_LA,,,,,140.736236735858,ICPMS_LA,,,,,8.86210161702539,ICPMS_LA,,,13.2849780039578,ICPMS_LA,,,0.0371061789827942,ICPMS_LA,,,,,,,,,,,,,,,,,0.0157894197360634,0.110552356968439,ICPMS_LA,,,3.49037620465545,ICPMS_LA,,,11.9369788395792,ICPMS_LA,,,2.04301839632532,10.2496557358332,ICPMS_LA,,,,,2.99896820582495,ICPMS_LA,,,0.746197860818129,2.83096657862598,0.375306901918295,1.93112420994353,0.354998624381458,0.820069447701037,0.120968241712073,0.688695204175007,0.0987714866250385,0.722692021228104,0.00583983742100487,,,,,,,,,,,,,,,,,,,,,0.0825434582816947,ICPMS_LA,,,,0.0127625673781613,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.6381442125,0.3668885,,2.258,,,,,,5.196,,22.09606,16.4405,0.169655,,,,,,,0.02348,0.23684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7387547726692,ICPMS_LA,,,,118.073327840722,ICPMS_LA,,,845.881539605584,ICPMS_LA,,,,,,40.1365557839863,ICPMS_LA,,,98.1977590078347,ICPMS_LA,,,,,,,,,,,38.8527690419135,ICPMS_LA,,,,,,,,,,,,,0.04082065,ICPMS_LA,,,,,133.412997653602,ICPMS_LA,,,,,12.5221271801142,ICPMS_LA,,,18.2943204575174,ICPMS_LA,,,0.070287839366083,ICPMS_LA,,,,,,,,,,,,,,,,,0.01367405,0.0849267140977184,ICPMS_LA,,,4.54489700637267,ICPMS_LA,,,15.1897072771499,ICPMS_LA,,,2.54264886229456,13.2215554354567,ICPMS_LA,,,,,3.85854813938329,ICPMS_LA,,,0.856584708647579,3.57839435246241,0.493536452315375,2.6041606649397,0.506931184573146,1.22639636032818,0.169861864826439,0.990743768395006,0.154081796144622,1.00615206013339,0.0093023668569284,,,,,,,,,,,,,,,,,,,,,0.113742374180618,ICPMS_LA,,,,0.0166089289222331,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,53.11444524,0.3636028,,2.2776,,,,,,5.4668,,22.237768,16.0936,0.195532,,,,,,,0.027976,0.273532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.60861702138,ICPMS_LA,,,,114.856852863588,ICPMS_LA,,,444.590251546933,ICPMS_LA,,,,,,39.0160957139417,ICPMS_LA,,,94.4340181773517,ICPMS_LA,,,,,,,,,,,28.0811081993225,ICPMS_LA,,,,,,,,,,,,,0.03981692,ICPMS_LA,,,,,142.676341145042,ICPMS_LA,,,,,9.52994424730493,ICPMS_LA,,,14.3623813041987,ICPMS_LA,,,0.0585124447814307,ICPMS_LA,,,,,,,,,,,,,,,,,0.01344744,0.0976048611271868,ICPMS_LA,,,3.67788961257817,ICPMS_LA,,,12.3528199479737,ICPMS_LA,,,2.06774113549474,11.1510745004298,ICPMS_LA,,,,,3.22172448822781,ICPMS_LA,,,0.813750657405308,3.10414422403293,0.410749875566486,2.04839513015012,0.379630975805333,0.916054875087394,0.117070360101691,0.687692731332386,0.102165633924229,0.787769243458273,0.00587080238706972,,,,,,,,,,,,,,,,,,,,,0.0736340441443481,ICPMS_LA,,,,0.00857133648731549,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.888561136,0.37684064,,2.2734048,,,,,,5.36128,,22.3035456,16.13984,0.1739432,,,,,,,0.0263128,0.2588032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5038424786176,ICPMS_LA,,,,111.141875265262,ICPMS_LA,,,507.309386495937,ICPMS_LA,,,,,,38.828039287105,ICPMS_LA,,,95.0473616316912,ICPMS_LA,,,,,,,,,,,28.9159746379026,ICPMS_LA,,,,,,,,,,,,,0.0390764833089174,ICPMS_LA,,,,,142.767741568981,ICPMS_LA,,,,,9.39734330964744,ICPMS_LA,,,14.2215237442217,ICPMS_LA,,,0.0493582194647485,ICPMS_LA,,,,,,,,,,,,,,,,,0.0139695168256234,0.104605958763879,ICPMS_LA,,,3.70891740894835,ICPMS_LA,,,12.4863282476018,ICPMS_LA,,,2.1236321179372,10.9985682610159,ICPMS_LA,,,,,3.20340168999518,ICPMS_LA,,,0.791352617810155,3.03476684354062,0.405461176842601,2.03047420312572,0.375144730850291,0.884985733779567,0.120633651568455,0.689437959725483,0.101781641532588,0.773641216673172,0.00568355880112373,,,,,,,,,,,,,,,,,,,,,0.0786684113736147,ICPMS_LA,,,,0.0108401971321568,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,52.675072145,0.3755378,,2.2724,,,,,,5.2688,,22.124088,16.3694,0.174954,,,,,,,0.023304,0.245012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9542894700198,ICPMS_LA,,,,117.254229732292,ICPMS_LA,,,773.407746810361,ICPMS_LA,,,,,,39.9912752919968,ICPMS_LA,,,97.4862939667014,ICPMS_LA,,,,,,,,,,,36.6163780235526,ICPMS_LA,,,,,,,,,,,,,0.04044362,ICPMS_LA,,,,,135.489802415185,ICPMS_LA,,,,,11.9597132968795,ICPMS_LA,,,17.5879855362939,ICPMS_LA,,,0.0673360021067816,ICPMS_LA,,,,,,,,,,,,,,,,,0.01356634,0.086080216917262,ICPMS_LA,,,4.39781390863509,ICPMS_LA,,,14.6942015266401,ICPMS_LA,,,2.46434947870476,12.8626965491181,ICPMS_LA,,,,,3.7489355874976,ICPMS_LA,,,0.84951823098204,3.49772055723539,0.479132749184257,2.50178522306245,0.482549471358552,1.16528811187287,0.159727762421478,0.929687332409135,0.143751709244182,0.96908780631596,0.0084912360902879,,,,,,,,,,,,,,,,,,,,,0.10537258210123,ICPMS_LA,,,,0.015042375139693,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021, [25549] PALUMMO F. (2021),samp. VL339/1,,AEOLIAN ARC / ITALY / VULCANO / LA FOSSA DI VULCANO,PIETRE COTTE,38.404,14.963,38.404,14.963,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CLINOPYROXENE,CORE,,,PRIMARY,,,,,,,,,53.06771606,0.3490828,,2.279,,,,,,5.17,,22.308916,16.149,0.151418,,,,,,,0.033416,0.239992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.280988794582,ICPMS_LA,,,,107.791849424684,ICPMS_LA,,,548.620596338764,ICPMS_LA,,,,,,37.9495314032099,ICPMS_LA,,,96.0733398850991,ICPMS_LA,,,,,,,,,,,29.5601170276701,ICPMS_LA,,,,,,,,,,,,,0.03406348,ICPMS_LA,,,,,140.911870590491,ICPMS_LA,,,,,8.9423733366784,ICPMS_LA,,,13.4190578095872,ICPMS_LA,,,0.0383053473064878,ICPMS_LA,,,,,,,,,,,,,,,,,0.0155640311328605,0.110422273280019,ICPMS_LA,,,3.54101214782861,ICPMS_LA,,,12.09581270301,ICPMS_LA,,,2.06593954907193,10.3612566181014,ICPMS_LA,,,,,3.02895992669672,ICPMS_LA,,,0.752531333934889,2.85445980343056,0.379675197699226,1.94394807635695,0.35885312449916,0.829019722038264,0.122173467480028,0.694580789469405,0.0994890508808906,0.724214952677406,0.00599284062851957,,,,,,,,,,,,,,,,,,,,,0.0839738905207524,ICPMS_LA,,,,0.0128999153250692,ICPMS_LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
